org_juridica,categoria,fecha_matricula,razon_social,tipo_identificacion,numero_identificacion,actividad_economica,actividad_economica2,actividad_economica3,actividad_economica4,desc_tamano_empresa,departamento,municipio,direccion_comercial,correo_comercial,rep_legal
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-05-05,IA DIGITAL SEARCH COLOMBIA S.A.S,NIT,901591426,Actividades de agencias de gestión y colocación de empleo,Actividades de consultoría de gestión,,,MICRO,BOGOTA,BOGOTA D.C.,CL 127 A 47 OF 302,cfo@dgnet.ltd.uk,JOAN PALLARES MAS
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-08-29,PROTTI SAS,NIT,901627536,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),,,MICRO,BOGOTA,BOGOTA D.C.,CL 127 NO. 53 A 45 O,santiago.martinez@naviopartners.com,ANDRES MAURICIO AMAYA ARDILA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-11-25,PROYECTOS E INVERSIONES NIETO S.A.S.,NIT,901659522,Comercio de partes piezas (autopartes) y accesorios (lujos) para vehículos automotores,Comercio de motocicletas y de sus partes piezas y accesorios,Mantenimiento y reparación de motocicletas y de sus partes y piezas,,MICRO,VALLE DEL CAUCA,CALI,CL 70 7 M BIS 73,gerencia@3coyotesmotos.com,NATHALY  RINCON NIETO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-09-22,ZINOVO COLOMBIA SAS,NIT,901636312,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,,,,MICRO,BOGOTA,BOGOTA D.C.,CR 14 NO. 94 44 TO B,jd@zinovo.com,JONATHAN DAVID DISTAD
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-01-12,CARIBBEAN DRUGS S.A.S,NIT,901554741,Comercio al por mayor de productos farmacéuticos medicinales cosméticos y de tocador,Comercio al por menor de productos farmacéuticos y medicinales cosméticos y artículos de tocador en establecimientos especializados,,,MICRO,BOLIVAR,CARTAGENA,CALLE LA VICTORIA # ,nmoreno@asecontridelcaribe.com,PEDRO  BARBOSA WILCHES
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-11-25,INNOVACODE SAS,NIT,901657730,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Comercio al por menor de computadores equipos periféricos programas de informática y equipos de telecomunicaciones en establecimientos especializados,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Procesamiento de datos alojamiento (hosting) y actividades relacionadas,MICRO,ANTIOQUIA,MEDELLIN,CARRERA 82 # 33 A A ,info@innovacode.co,JOSELYN VALENTINA CASTRO TORRES
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-01-17,MENUTRE S.A.S.,NIT,901556058,Catering para eventos,Otros tipos de expendio de comidas preparadas n.c.p.,,,MICRO,ANTIOQUIA,ENVIGADO,KM 17 VÍA LAS PALMAS,me.nutre@gndw.co,VELEZ ORREGO PAULA ANDREA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-11-12,RODMONT HOLDING S.A.S.,NIT,901654721,Actividades de administración empresarial,,,,MICRO,ANTIOQUIA,ITAGUI,CL 72 44 185,zuleyma.puerta@farogroup.com.co,RODRIGUEZ VALENCIA FRANCISCO JAVIER
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-08-25,SIEMA ANALYTICA SAS,NIT,901626674,Actividades de consultoría de gestión,Actividades de administración empresarial,,,MICRO,CUNDINAMARCA,CHIA,CR 10 NO. 1 SUR 49 L,julian.zappa@navega.co,JULIAN ENRIQUE ZAPPA FIGUEROA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-01-18,FERREIRA & MARKETING SAS,NIT,901556396,Fabricación de artículos de viaje bolsos de mano y artículos similares artículos de talabartería y guarnicionería elaborados en otros materiales,Confección de artículos con materiales textiles excepto prendas de vestir,Comercio al por mayor a cambio de una retribución o por contrata,Acabado de productos textiles,MICRO,BOGOTA,BOGOTA D.C.,CRA.68F SUR #21-53,gerencia@ferreiraymarketing.com,WILDERMEY FERREIRA PATIÑO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-11-18,FUND HOLDERS GROUP S.A.S.,NIT,901655596,Actividades inmobiliarias realizadas con bienes propios o arrendados,,,,MICRO,ANTIOQUIA,MEDELLIN,CALLE 50 # 54 - 25 O,sandra.correa@vsh.com.co,LUIS SEBASTIAN MURILLO CARDONA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-07-28,IMPORTACIONES Y EXPORTACIONES KARPOS S.A.S.,NIT,901619446,Comercio al por mayor de productos alimenticios,,,,MICRO,VALLE DEL CAUCA,YUMBO,CR 28 13 56 BG PLATA,apalacios@naturafoods.com.co,ANGIE LORENA PALACIOS OSPINA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-01-13,RICHOUSE INMOBILIARIA SAS,NIT,901554815,Actividades inmobiliarias realizadas con bienes propios o arrendados,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,,,MICRO,BOGOTA,BOGOTA D.C.,Carrera 16 A 78 75,atencionalcliente@richouseinmobiliaria.com,LUX MIRTA ESPITIA CHAPARRO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-08-19,REDSINERGIA COLOMBIA S.A.S.,NIT,901625035,Actividades de consultoría de gestión,Otras actividades de tecnologías de información y actividades de servicios informáticos,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),MICRO,ANTIOQUIA,MEDELLIN,CARRERA 25 # 3 B  - ,carlos.parisca@pixales.net,CARLOS ANTONIO PARISCA GUTIERREZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-06-21,MISION RIQUEZA SAS,NIT,901484998,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Otras actividades de tecnologías de información y actividades de servicios informáticos,Otras actividades de servicio financiero excepto las de seguros y pensiones n.c.p.,MICRO,CALDAS,MANIZALES,CL 20A 21 30 OF 805 ,presidencia@misionriqueza.com,MARTINEZ LEON VICTOR ALFONSO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-12-16,LA TIERRITA DE LOS ALPES S.A.S.,NIT,901663994,Actividades inmobiliarias realizadas con bienes propios o arrendados,Cría de ganado bovino y bufalino,,,MICRO,RISARALDA,PEREIRA,CL 14 18 40 ED ACROP,directoratributaria@juridicasycontables.com,MEJIA DE TRUJILLO MARIA EUGENIA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-03-18,ELYSIAN ESCUELA DE LENGUAS SAS,NIT,901577247,Otros tipos de educación n.c.p.,,,,MICRO,BOGOTA,BOGOTA D.C.,CL 145 NO. 58 35 AP ,ana.vergel@escuelaelysian.com,VERGEL ACEVEDO ANA MARIA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-12-29,FULLCAR SERVITECA S.A.S,NIT,901668454,Mantenimiento y reparación de vehículos automotores,,,,MICRO,META,ACACIAS,DG 15 23 02,wlcristina@live.com,RIOS GIRALDO WILSON
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-07-14,CIA DE AUTOPARTES SAS,NIT,901617723,Comercio de partes piezas (autopartes) y accesorios (lujos) para vehículos automotores,,,,MICRO,BOGOTA,BOGOTA D.C.,CR 74 NO. 51 A 35,comercial@ciadeautopartes.com,JOSE ANCIZAR MOLINA SANCHEZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-07-28,VOLTIO ENERGIA S.A.S.,NIT,901618017,Comercialización de energía eléctrica,,,,MICRO,VALLE DEL CAUCA,CALI,AV 5 NORTE 59 P 2,rnaranjo@dsd.dev,JUAN PABLO JURADO SANTACRUZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-09-09,CVP ENGINEERING & CONSTRUCTION S.A.S,NIT,901632041,Construcción de otras obras de ingeniería civil,Actividades de ingeniería y otras actividades conexas de consultoría técnica,Terminación y acabado de edificios y obras de ingeniería civil,,MICRO,CESAR,BECERRIL,CL 8 6 29,d.ejecutivo@cvpengineering.com,VEGA JURADO NELCY DANIRIS
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-07-28,AWR COLOMBIA S.A.S,NIT,901469506,Actividades de apoyo a la agricultura,Otras actividades de tecnologías de información y actividades de servicios informáticos,,,MICRO,CORDOBA,MONTERIA,CR 6 NO. 65-24 OF 30,rafael@awrcolombia.com,PICHON WUTSCHER RAFAEL GUILLERMO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-04-05,TECNOFAMILIAS S.A.S.,NIT,901582109,Comercio al por menor de computadores equipos periféricos programas de informática y equipos de telecomunicaciones en establecimientos especializados,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,,,MICRO,ANTIOQUIA,ENVIGADO,CR 27B NO 37B SUR 83,contacto@tecnofamilias.com,CASTRILLON OSPINA SEBASTIAN
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-02-04,CRISTRAL FASHION SAS,NIT,901562442,Comercio al por menor de otros productos nuevos en establecimientos especializados,Comercio al por menor de artículos de segunda mano,,,MICRO,BOGOTA,BOGOTA D.C.,CR 23   7   53 P 2,gerencia@cristalfashion.com,JOSE OMAR GONZALEZ GIRALDO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-10-19,CONSTRUCTORA MAQUI S.A.S,NIT,901645524,Construcción de edificios residenciales,Construcción de edificios no residenciales,Construcción de otras obras de ingeniería civil,,MICRO,CHOCO,QUIBDO,BARRIO JARDIN LAS PA,jhonimaqui@outlook.es,JHONINSON  MAQUILLON PALACIO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-01-19,INVERSIONES ANMACUH Y COMPAÑIA S. A. S.,NIT,901556990,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Otras actividades de tecnologías de información y actividades de servicios informáticos,Comercio al por menor realizado a través de internet,,MICRO,VALLE DEL CAUCA,CALI,CR 114 B 17 120,contacto@anmacuh.com.co,ANDRES MAURICIO CUARTAS HOLGUIN
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-05-10,IQ SERVICES SAS,NIT,901597322,Seguros generales,Seguros de vida,Seguros de salud,Servicios de seguros sociales de salud,MICRO,META,VILLAVICENCIO,CR 26 8 86 ED SANTA ,saldana@q-insurance.com,ALDANA TORRES SANDY LUZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-12-21,CONSTRUCTORA NIKITIS SAS,NIT,901665489,Construcción de otras obras de ingeniería civil,Construcción de edificios residenciales,Construcción de carreteras y vías de ferrocarril,Construcción de edificios no residenciales,MICRO,BOGOTA,BOGOTA D.C., CR 70 NO. 175 10  ,estefania.her.17@outlook.es,YINETH ESTEFANIA ALVAREZ RIVAS
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-07-12,KOI REAL ESTATE S.A.S,NIT,901613227,Publicidad,,,,MICRO,BOGOTA,BOGOTA D.C.,CL 98 NO. 22 - 64,ajaramillo@koirealestate.co,ANDRES JARAMILLO MEJIA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-03-04,RESERVA TAYRONA S.A.S.,NIT,901572432,Actividades inmobiliarias realizadas con bienes propios o arrendados,,,,MICRO,ANTIOQUIA,MEDELLIN,CARRERA 25 A NO. 131,david@drim.pro,DAVID  LUJAN PEREZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-12-01,TRATAMIENTOS DENTALES SAS,NIT,901662136,Actividades de la práctica odontológica,,,,MICRO,BOGOTA,BOGOTA D.C.,CR 15 NO. 88 64 OF 7,finanzas@wizz.life,DAVID CARO BENADO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2023-01-05,INVERSIONES HATHOR S.A.S.,NIT,901669290,Publicidad,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Instalaciones eléctricas,,MICRO,ANTIOQUIA,MEDELLIN,CARRERA 78 A  # 46 -,yovannytorres1117@icloud.com,YOVANNY DE JESUS TORRES SOSA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-03-07,TRANSITA CEA S.A.S,NIT,901573267,Otros tipos de educación n.c.p.,Comercio al por menor de libros periódicos materiales y artículos de papelería y escritorio en establecimientos especializados,,,MICRO,ANTIOQUIA,RIONEGRO,CL 38 55A 101 OF 401,contabilidad@certirionegro.com,RODRIGUEZ GARCIA JUAN MANUEL
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-09-27,INDUSTRIAS CAPITALES COLOMBIA SAS,NIT,901637987,Transporte de carga por carretera,,,,MICRO,BOGOTA,BOGOTA D.C.,CR 55 A NO. 127 D 13,gerencia@industriascapitalsas.com,WILLIAM ALEJANDRO DIAZ GOMEZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-01-06,PUNTO APARTE MARKETING DIGITAL SAS,NIT,901553592,Publicidad,Actividades de producción de películas cinematográficas videos programas anuncios y comerciales de televisión,Actividades especializadas de diseño,Estudios de mercado y realización de encuestas de opinión pública,MICRO,BOGOTA,BOGOTA D.C.,DG 3 NO. 83 02 TORRE,hablemos@agenciapuntoaparte.com,ANGELA GABRIELA RAMIREZ MADRID
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-08-08,LOGY MARKET TRANSPORTES SAS,NIT,901620819,Transporte de carga por carretera,Otras actividades complementarias al transporte,,,MICRO,BOGOTA,BOGOTA D.C.,CR 123 NO. 14 B 15,gerencia@logymarket.com,FERNANDO TORRES PINEDA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-12-01,TEGRAS S.A.S,NIT,901659689,Actividades de administración empresarial,,,,MICRO,ANTIOQUIA,MEDELLIN,CALLE 2 # 20 - 50,rafael.garcia@proexcar.com.co,JUAN CARLOS GOMEZ ORREGO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-05-31,JLSV CORPORACIÓN S.A.S.,NIT,901599688,Actividades inmobiliarias realizadas con bienes propios o arrendados,,,,MICRO,ANTIOQUIA,SABANETA,CR 48 50 SUR 128 P 9,info@jlvcolombia.com,CATARY MONDRAGON GENESIS ASTRID
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-04-07,HAPPY CRUMBLES SAS,NIT,901583337,Elaboración de otros productos alimenticios n.c.p.,Comercio al por mayor de productos alimenticios,Comercio al por menor de otros productos alimenticios n.c.p. en establecimientos especializados,Expendio a la mesa de comidas preparadas,MICRO,BOGOTA,BOGOTA D.C.,Carrera 46 176 49,admin@happycrumbles.com,MARIA ALEJANDRA JARAMILLO SCARPETTA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-07-12,GOOD LUCKY SOLUCIONES S.A.S.,NIT,901086913,Actividades de consultoría de gestión,,,,PEQUEÑA,ANTIOQUIA,ENVIGADO,CL 49 SUR 45 A 300 O,r.fuquene@buenasuerte.com,HANDS BRANGER ANTONIO JULIO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-08-17,BIO SOAPS SAS,NIT,901623936,Actividades inmobiliarias realizadas con bienes propios o arrendados,Construcción de edificios residenciales,,,MICRO,ANTIOQUIA,MEDELLIN,CALLE 10 SUR  # 50 F,contador@cory.com.co,MARY ALICE JIMENEZ JARAMILLO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-01-25,ODINSA GESTOR PROFESIONAL S.A.S.,NIT,901558536,Actividades de administración empresarial,,,,MICRO,BOGOTA,BOGOTA D.C., CL 24 A # 59 42 P 1,notificaciones@odinsa.com,GUSTAVO ANDRES ORDOÑEZ SALAZAR
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-07-26,TU ACABADO S.A.S.,NIT,901618875,Terminación y acabado de edificios y obras de ingeniería civil,Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,Construcción de otras obras de ingeniería civil,,MICRO,VALLE DEL CAUCA,CALI,CR 56 1 B 281,andres.suarez@tuacabado.com,ANDRES FELIPE SUAREZ SANCHEZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-10-12,INNOVA SOLUCIONES CORP S.A.S,NIT,901643441,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Actividades de servicios de sistemas de seguridad,Otras actividades de servicio de apoyo a las empresas n.c.p.,Construcción de otras obras de ingeniería civil,MICRO,MAGDALENA,SANTA MARTA,CL 24 16 84,oleguia@innovasoluciones.com.co,LEGUIA GONZALEZ ORLANDO ANTONIO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-03-23,SUMMA CUADRADO SAS,NIT,901578232,Actividades de administración empresarial,,,,MICRO,BOGOTA,BOGOTA D.C.,DG 108 A NO. 7 C 40,direccionfinanciera@vyparquitectos.com,JAVIER ANDRES PORTILLO ROJAS
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-10-04,COMERCIALIZADORA MERCALAN S.A.S.,NIT,901640423,Comercio al por menor realizado a través de internet,Comercio al por mayor de productos alimenticios,,,MICRO,ANTIOQUIA,ITAGUI,CL 37A 61 18,administracion@mercalan.com.co,BEDOYA BUSTAMANTE PABLO ANDRES
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-12-15,INVERSIONES FESUAL S.A.S,NIT,901663764,Actividades jurídicas,,,,MICRO,ANTIOQUIA,MEDELLIN,CALLE 7 # 39 - 215 O,sergiomora@une.net.co,SERGIO ALBERTO MORA GOMEZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-11-04,SEAMOS PARTNERS SAS,NIT,901651461,Otras actividades profesionales científicas y técnicas n.c.p.,Otras actividades de telecomunicaciones,Actividades jurídicas,,MICRO,BOGOTA,BOGOTA D.C.,CL 32 NO. 6 A 15 OF ,alexander.achury@seamospartners.co,HUGO ALEXANDER ACHURY DIAZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-11-10,ÁBRETE SÉSAMO ESPECIAS DE ORIENTE S.A.S.,NIT,901653002,Comercio al por menor de otros productos alimenticios n.c.p. en establecimientos especializados,,,,MICRO,ANTIOQUIA,MEDELLIN,CALLE 26 #39 - 70 AP,cristina@abretesesamo.co,GLORIA CRISTINA VALENCIA PAREJA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-02-14,DISTRIBUIDORA DE CARNES NELANTHO SAS,NIT,901565382,Comercio al por menor de carnes (incluye aves de corral) productos cárnicos pescados y productos de mar en establecimientos especializados,Comercio al por menor de bebidas y productos del tabaco en establecimientos especializados,Procesamiento y conservación de carne y productos cárnicos,Comercio al por menor de productos agrícolas para el consumo en establecimientos especializados,MICRO,BOGOTA,BOGOTA D.C.,CR 80 F NO. 10 A 80,distrinelanthosas@gmai.com,NECHA FARINA SANDOVAL PALOMO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-12-16,MVYC CONSULTORÍAS S.A.S,NIT,901664228,Actividades jurídicas,Actividades de contabilidad teneduría de libros auditoría financiera y asesoría tributaria,,,MICRO,BOGOTA,BOGOTA D.C.,CL 107 A NO. 11 A 69,c.caita@paniaguatovar.com,CAROL JULIETH CAITA CORREA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-07-25,MAGNA ACEROS S.A.S.,NIT,901615940,Fabricación de productos metálicos para uso estructural,Comercio al por mayor de materiales de construcción artículos de ferretería pinturas productos de vidrio equipo y materiales de fontanería y calefacción,Otros tipos de comercio al por menor no realizado en establecimientos puestos de venta o mercados,,MICRO,ANTIOQUIA,RIONEGRO,KM 34.5 AUT MEDELLIN,auxiliaradministrativo@magnaaceros.com,GOMEZ OSPINA JORGE ANDRES
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-01-17,LEXER COLOMBIA SAS,NIT,901555931,Actividades de agencias de cobranza y oficinas de calificación crediticia,,,,MICRO,BOGOTA,BOGOTA D.C.,CL 40 A NO. 13 09 P ,edna.gutierrez@cibergestion.com.co,JOSE LUIS TORRES GONZALEZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-03-08,GRUPO RACHA 1986 BCN - COLOMBIA S.A.S,NIT,901573964,Construcción de otras obras de ingeniería civil,Terminación y acabado de edificios y obras de ingeniería civil,Instalaciones eléctricas,Instalaciones de fontanería calefacción y aire acondicionado,MICRO,TOLIMA,IBAGUE,CON BOSQUE SAN ANGEL,juan@gruporacha.es,VIEDMA SEGURA JUAN ANTONIO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-09-30,IMPACTA TU VIDA S.A.S,NIT,901639479,Otros tipos de educación n.c.p.,Actividades de producción de películas cinematográficas videos programas anuncios y comerciales de televisión,Publicidad,Organización de convenciones y eventos comerciales,MICRO,BOGOTA,BOGOTA D.C.,KM 6 VIA LA CALERA A,admin@impactatuvida.co,LINA MARIA SILVA ROJAS
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2022-08-23,COBAGOTE GERENCIA CONSULTORIA Y CONSTRUCCION SOCIEDAD POR ACCIONES SIMPLIFICADA BIC,NIT,901625441,Actividades de ingeniería y otras actividades conexas de consultoría técnica,Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería,Construcción de otras obras de ingeniería civil,Educación de instituciones universitarias o de escuelas tecnológicas,MICRO,BOYACA,DUITAMA,CL 28 17 A 21,gerencia@cobagotegcc.com,PEDRAZA CARDENAS GUSTAVO
