org_juridica,categoria,fecha_matricula,razon_social,tipo_identificacion,numero_identificacion,actividad_economica,actividad_economica2,actividad_economica3,actividad_economica4,desc_tamano_empresa,departamento,municipio,direccion_comercial,correo_comercial,rep_legal
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2013-05-31,CARNES TOBON BUENAVENTURA S.A.S.,NIT,900623520,Procesamiento y conservación de carne y productos cárnicos,Comercio al por menor de carnes (incluye aves de corral) productos cárnicos pescados y productos de mar en establecimientos especializados,,,MEDIANA,VALLE DEL CAUCA,BUENAVENTURA,CARRERA 8A NRO.  2 S,edithtobon@hotmail.com,CAMPUZANO TOBON JUAN FERNANDO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2012-04-27,INVERSIONES Y SUMINISTROS ASTRAL DEL CARIBE S.A.S.,NIT,900519645,Alojamiento en hoteles,Expendio a la mesa de comidas preparadas,Cría de ganado bovino y bufalino,Otros cultivos permanentes n.c.p.,MEDIANA,ANTIOQUIA,ARBOLETES,CL 30  35-18,isacar1981@hotmail.com,CALLE CORRALES HERNAN DARIO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2002-12-27,ACTIUNIDOS S A,NIT,830113601,Otras actividades de distribución de fondos,,,,GRANDE,BOGOTA,BOGOTA D.C.,CRA 13 NO 26 45 PSO ,lsanchez@sadinsa.com,CARDENAS MULLER MAURICIO 
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2011-02-21,CIAO ASOCIADOS S A S,NIT,900415577,Extracción de piedra arena arcillas comunes yeso y anhidrita,Construcción de otras obras de ingeniería civil,Extracción de otros minerales no metálicos n.c.p.,Actividades de ingeniería y otras actividades conexas de consultoría técnica,MEDIANA,CESAR,VALLEDUPAR,CL 16 11 A 10 OF.201,ciaoascd2020@gmail.com,AROCA ZABALETA JOSE ALCIDES
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2009-06-02,DONUCAFE S.A.S,NIT,900292786,Elaboración de productos de panadería,Expendio de comidas preparadas en cafeterías,,,MEDIANA,RISARALDA,PEREIRA,CALLE 94 NRO. 14 73 ,contabilidadpereira@dunkindonuts.com.co,MERINO GORDILLO MIGUEL ALFONSO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,1981-10-19,INDUSTRIAS MACAR PALMIRA S.A.,NIT,890320488,Fabricación de pinturas barnices y revestimientos similares tintas para impresión y masillas,,,,MEDIANA,VALLE DEL CAUCA,PALMIRA,CLL 2 TRANSV. 3 NRO.,contabilidad@industriasmacar.com,CARDONA VELASQUEZ MARIO 
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2001-06-12,BIOLORE LTDA,NIT,830087855,Comercio al por mayor no especializado,Comercio al por mayor de productos farmacéuticos medicinales cosméticos y de tocador,Comercio al por menor de productos farmacéuticos y medicinales cosméticos y artículos de tocador en establecimientos especializados,Comercio al por menor de electrodomésticos y gasodomésticos muebles y equipos de iluminación en establecimientos especializados,MEDIANA,CUNDINAMARCA,COTA,AUT MEDELLIN KM DOS ,biolore@hotmail.com,FERNANDO BLANCO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,1998-06-08,ALMACOR DE COLOMBIA S.A.S,NIT,830046064,Confección de prendas de vestir excepto prendas de piel,Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,,,MEDIANA,BOGOTA,BOGOTA D.C.,Calle 75 69 32,admon@fajasromanza.com,JORGE ALBERTO DIAZ ROMERO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,1994-02-09,ACPM S.A.S.,NIT,800219371,Comercio al por mayor de combustibles sólidos líquidos gaseosos y productos conexos,Transporte de carga por carretera,,,MEDIANA,BOGOTA,BOGOTA D.C.,CRA 78 17-55 OF-506 ,rodrigo.aguillon@acpmltda.com.co,MARTHA LIGIA MARTINEZ VARGAS
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,1990-10-19,IRC SAS,NIT,800115427,Construcción de proyectos de servicio público,Construcción de edificios no residenciales,Construcción de carreteras y vías de ferrocarril,Instalaciones eléctricas,MEDIANA,SANTANDER,BUCARAMANGA,CARRERA 35 # 37 - 21,gerencia@ircltda.com,ZAFRA GERENA JOHN SERVANDO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2002-04-02,DEPORTIVO BOYACA CHICO FUTBOL CLUB S.A.,NIT,830100504,Actividades de clubes deportivos,Publicidad,,,MEDIANA,BOYACA,SORACA,SEDE ISABELITA DE PI,boyacachicofutbolclub@gmail.com,PIMENTEL VALLEJO NICOLAS
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2018-02-21,DISTRIBUIDORA EL PORVENIR DE COLOMBIA S.A.S.,NIT,901169841,Comercio al por mayor de productos alimenticios,Comercio al por mayor de otros productos n.c.p.,,,MEDIANA,ANTIOQUIA,MEDELLIN,CARRERA 43 CALLE 18 ,info@elporvenir.com.co,SAUL IGNACIO RIOS RAMIREZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2008-07-29,RAISA DISTRIBUCIONES S.A.S,NIT,830514676,Comercio al por mayor de bebidas y tabaco,,,,MEDIANA,VALLE DEL CAUCA,TULUA,CL  24        21    ,mavo15@hotmail.com,MORENO SANCHEZ REINEL IVAN
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2020-03-12,COMERCIALIZADORA AVICOLA G MAHECHA. SAS,NIT,901376567,Comercio al por menor de carnes (incluye aves de corral) productos cárnicos pescados y productos de mar en establecimientos especializados,,,,MEDIANA,BOGOTA,BOGOTA D.C.,Calle 18 77 51 EDIFI,contabilidadavicolagmahechasas@gmail.com,GIOVANY ANDRES MAHECHA MORENO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2018-07-26,INFORMATION AND COMMUNICATION TECHNOLOGIES CONSULTING SERVICES ZOMAC SAS,NIT,901199998,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Otras actividades de tecnologías de información y actividades de servicios informáticos,,GRANDE,HUILA,TELLO,CALLE 4 NO 6-41 P 2,sstzomac@gmail.com,MORA MORENO FRANCY PAOLA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-02-08,CONSTRUVIAS DE COLOMBIA  S.A.S,NIT,804000752,Construcción de otras obras de ingeniería civil,Construcción de edificios residenciales,Explotación mixta (agrícola y pecuaria),Actividades de apoyo para otras actividades de explotación de minas y canteras,GRANDE,SANTANDER,FLORIDABLANCA,FINCA SAN ALBERTO VI,informacion@construvicol.com,MERCHAN MEJIA JULIAN FELIPE
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2012-08-09,PREVENCION INTEGRAL EN SALUD IPS S.A.S,NIT,900547903,Actividades de la práctica médica sin internación,Actividades de apoyo diagnóstico,Otros tipos de alojamiento para visitantes,Actividades de otros servicios de comidas,GRANDE,META,PUERTO GAITAN (MANACACIAS),CARRERA 12 NO. 8-07,gerencia@previsips.com,TARAZONA GOMEZ GLORIA ESPERANZA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2020-03-02,BHR CONSTRUCTORES S.A.S,NIT,901372548,Construcción de carreteras y vías de ferrocarril,Construcción de otras obras de ingeniería civil,,,MEDIANA,BOGOTA,BOGOTA D.C.,Calle 4 70 A 21,facturacion.bhr@gmail.com,MIGUEL ANGEL CAPAZ DOMINGUEZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2019-09-26,XCALIBUR AIRBORNE GEOPHYSICS SUCURSAL COLOMBIA,NIT,901326193,Actividades de ingeniería y otras actividades conexas de consultoría técnica,Actividades de apoyo para la extracción de petróleo y de gas natural,Actividades de fotografía,Actividades de apoyo para otras actividades de explotación de minas y canteras,MEDIANA,BOGOTA,BOGOTA D.C.,CL 118 NO. 16 61 OF ,andres.mor@xcaliburmp.com,ANDRES MAURICIO MOR SANDOVAL
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2015-05-11,CONCESIONARIA VIAL ANDINA S A S,NIT,900848064,Construcción de carreteras y vías de ferrocarril,Construcción de otras obras de ingeniería civil,Actividades de ingeniería y otras actividades conexas de consultoría técnica,,GRANDE,BOGOTA,BOGOTA D.C.,Avenida Calle 26 # 5,facturacion@coviandina.com,ANTONIO RICARDO POSTARINI HERRERA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2021-12-10,ESTRUVIAL CODAZZI S.A.S ZOMAC,NIT,901547612,Construcción de otras obras de ingeniería civil,Construcción de proyectos de servicio público,Construcción de carreteras y vías de ferrocarril,,MEDIANA,CESAR,AGUSTIN CODAZZI,CR 10 A CL 12 20,estruvialzomac@gmail.com,FREITE OROZCO DIANA CAROLINA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2006-04-19,S & M SERVICIOS Y MERCADEO S.A.S.,NIT,900080616,Otras actividades de telecomunicaciones,Otras instalaciones especializadas,,,MEDIANA,RISARALDA,PEREIRA,CARRERA 12 NRO. 3 49,jmaristizabal@servimercadeo.com,ARISTIZABAL AMAYA JORGE MARIO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2019-01-11,GANEM PROVIDENCIA SAS,NIT,901244252,Cría de ganado porcino,Comercio al por mayor de materias primas agropecuarias animales vivos,Cría de ganado bovino y bufalino,Actividades de apoyo a la ganadería,MEDIANA,CORDOBA,MONTERIA,CL 38  14 B  32 BRR ,eliasganem42@gmail.com,GANEM TAPIAS ELIAS FARID
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2008-03-13,TEAM COMMUNICATIONS S.A.,NIT,900206408,Comercio al por mayor de equipo partes y piezas electrónicos y de telecomunicaciones,Comercio al por mayor no especializado,Comercio al por menor de otros productos nuevos en establecimientos especializados,,MEDIANA,ANTIOQUIA,MEDELLIN,CALLE 33  65 C 47,grupocontabilidad@teamcomunicaciones.com ggomez@teamcomunicaciones.com,GILBERTO DE JESUS GOMEZ SERNA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-12-29,RUIZ FAJARDO INGENIEROS ASOCIADOS S.A.S,NIT,813006150,Fabricación de productos metálicos para uso estructural,Actividades de ingeniería y otras actividades conexas de consultoría técnica,Transporte de carga por carretera,,MEDIANA,BOGOTA,BOGOTA D.C.,CALLE 104 NO. 14A-45,info@ruizfajardo.com,TULIO JOSE RUIZ RAMIREZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2019-04-16,DIGITAL HOUSE COLOMBIA S.A.S,NIT,901276272,Otros tipos de educación n.c.p.,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Otras actividades de tecnologías de información y actividades de servicios informáticos,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,MEDIANA,BOGOTA,BOGOTA D.C.,Carrera 16 97 46 PIS,facturacionelectronicaco@digitalhouse.com,NELSON DAMIAN DUBOSCQ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2014-04-22,HMCL COLOMBIA S.A.S.,NIT,900723988,Fabricación de motocicletas,Comercio de motocicletas y de sus partes piezas y accesorios,Mantenimiento y reparación de motocicletas y de sus partes y piezas,Otras actividades complementarias al transporte,GRANDE,CAUCA,VILLA RICA,ZF CONJUNTO INDUSTRI,contabilidad@hmclcolombia.com,SERRRANO ACUÑA ALVARO JOSE
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2019-11-19,INVERSIONES DISTRIMERCA MCM S.A.S,NIT,901150628,Comercio al por mayor a cambio de una retribución o por contrata,Comercio al por mayor de metales y productos metalíferos,Comercio al por mayor no especializado,,MEDIANA,ANTIOQUIA,EL BAGRE,CALLE 50 NRO. 51-46,contacto.empresasjga@gmail.com,GIRON MAZO JHON JAIRO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2019-10-31,QUINTANA S.A.S.,NIT,900204720,Extracción de oro y otros metales preciosos,Comercio al por mayor de metales y productos metalíferos,Actividades de apoyo para otras actividades de explotación de minas y canteras,,MEDIANA,ANTIOQUIA,ENVIGADO,CC VIVA PALMAS KM 15,jefecontabilidad@quintanasas.com,DOYLE MICHAEL GREGORY
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2001-01-02,FRIOMASTER S.A.S,NIT,805018722,Comercio al por menor de otros productos nuevos en establecimientos especializados,,,,MEDIANA,VALLE DEL CAUCA,CALI,KR 5 # 19 - 63,gerencia@friomaster.co,JUAN CARLOS SANCHEZ COLLAZOS
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2020-11-03,BRYMEDIC S.A.S,NIT,901426641,Mantenimiento y reparación especializado de maquinaria y equipo,Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,Instalaciones eléctricas,Instalaciones de fontanería calefacción y aire acondicionado,MEDIANA,CESAR,VALLEDUPAR,CL 16C  21 59,brymedicsas@gmail.com,BRITO YAGUNA PEDRO RAFAEL
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2010-07-08,CEMATE S.A.S.,NIT,900058742,Fabricación de hojas de madera para enchapado fabricación de tableros contrachapados tableros laminados tableros de partículas y otros tableros y paneles,Construcción de otras obras de ingeniería civil,Construcción de edificios residenciales,,GRANDE,ANTIOQUIA,GUARNE,KM 18 AUT MEDELL?N-B,comercial1@cemate.com.co,GONZALEZ PEREZ JORGE IGNACIO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2010-09-17,OSN CONSTRUCCIONES S.A.S.,NIT,900383219,Actividades de arquitectura,Construcción de otras obras de ingeniería civil,Construcción de carreteras y vías de ferrocarril,Construcción de proyectos de servicio público,MEDIANA,SANTANDER,BUCARAMANGA,CARRERA 51 # 50 - 11,ntc12091@hotmail.com,TRIANA CARDENAS NELSON RAUL
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2006-12-15,COORDINADORA DE TRANSPORTES P Y P SAS,NIT,900124221,Transporte de carga por carretera,Otras actividades complementarias al transporte,Otras actividades de servicio de apoyo a las empresas n.c.p.,,GRANDE,BOGOTA,BOGOTA D.C.,CL 8 BIS A 82 B 21,comercial@transportespyp.com.co,PABLO ANTONIO BRICEÑO AVELLANEDA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,1999-04-16,SANDOVAL ASOCIADOS INGENIERIA-ARQUITECTURA S.A.S.,NIT,830058578,Construcción de edificios no residenciales,Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,Actividades de arquitectura,,MEDIANA,BOGOTA,BOGOTA D.C.,CALLE 93 B # 17 - 25,germansandovalasociados@gmail.com,DIANA CATALINA SANDOVAL MIRANDA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2007-11-26,COMPAÑIA NACIONAL DE METROLOGIA SAS,NIT,900186088,Mantenimiento y reparación especializado de maquinaria y equipo,Mantenimiento y reparación especializado de equipo electrónico y óptico,Comercio al por menor de otros productos nuevos en establecimientos especializados,Actividades de consultoría de gestión,MEDIANA,BOGOTA,BOGOTA D.C.,CRA 68 C NO 68 A 20,gerencia@conamet.com,DIANA  FORERO ARDILA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2009-10-28,A B & C INVERSIONES S.A.S.,NIT,900320615,Cría de ganado porcino,Cría de ganado bovino y bufalino,Explotación mixta (agrícola y pecuaria),,MEDIANA,ANTIOQUIA,MEDELLIN,CALLE 59 BB 69 379,abycinversiones@gmail.com,LORENA MARCELA BUILES CUARTAS
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-01-29,A&C GMR - S A S,NIT,900933496,Preparación del terreno,Actividades de consultoría de gestión,Transporte de carga por carretera,Otras actividades profesionales científicas y técnicas n.c.p.,MEDIANA,BOGOTA,BOGOTA D.C.,cr 7b # 134b 63 AP 5,gmofre@gmrasesorias.com,GUILLERMO ALEX MOFRE RIOS
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2010-10-14,IMPORTACIONES Y EXPORTACIONES OSBLACK S.A.S.,NIT,900389108,Comercio al por mayor de materiales de construcción artículos de ferretería pinturas productos de vidrio equipo y materiales de fontanería y calefacción,Comercio al por mayor no especializado,,,MEDIANA,ANTIOQUIA,MEDELLIN,CARRERA 55  46  65 C,contabilidadosblack@hotmail.com,JOSE ALBEIRO RAMIREZ GIRALDO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2008-11-13,INVESTMENTS & FINANCE CORPORATION S.A.S. SIGLA INFICORP S.A.S.,NIT,900251754,Comercio al por mayor de otros utensilios domésticos n.c.p.,,,,MEDIANA,ATLANTICO,BARRANQUILLA,CL 42 No 43 - 146 OF,serviciogdelcaribe@hotmail.com,Molina  Henriquez  Manuel
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2014-01-30,HG INGENIERIA Y CONSTRUCCIONES S.A.S.  BIC,NIT,900694164,Instalaciones eléctricas,Actividades de ingeniería y otras actividades conexas de consultoría técnica,Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,GRANDE,VALLE DEL CAUCA,CALI,KR 64 A # 5 - 30,contabilidad@hgingenieria.com.co,HERNAN ALBERTO GARCIA MAHECHA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2018-10-12,S&A NEGOCIOS GLOBALES S.A.S.,NIT,901222644,Transporte de carga por carretera,Preparación del terreno,Construcción de otras obras de ingeniería civil,,MEDIANA,BOLIVAR,CARTAGENA,BRR. CENTRO AV. VENE,finanzas@sanegociosglobales.com gerencia@sanegociosglobales.com,JESUS ALBERTO PATERNINA ALVAREZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2010-01-29,AGROPECUARIA CIMA S.A.S.,NIT,900336753,Cultivo de caña de azúcar,,,,MEDIANA,VALLE DEL CAUCA,CALI,CL 13 OESTE # 1 - 45,matildedecabal1@hotmail.com,JUAN MANUEL CABAL VILLEGAS
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2008-04-04,DOTAESCOL S.A.S,NIT,800048663,Fabricación de muebles,,,,MEDIANA,CUNDINAMARCA,MOSQUERA,CRA 13A NRO. 8-55,contabilidad@isoscele.com.co,CADENA MORENO PAULA ANDREA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,1996-07-15,DISTRIBUIDORA ANCLA S.A.S.,NIT,806001906,Comercio al por mayor de materiales de construcción artículos de ferretería pinturas productos de vidrio equipo y materiales de fontanería y calefacción,Comercio al por menor de lubricantes (aceites grasas) aditivos y productos de limpieza para vehículos automotores,,,MEDIANA,BOLIVAR,CARTAGENA,DIAGONAL 21  48  09,contabilidad1ctg@grupoancla.com.co,JUAN MIGUEL YACAMAN FARAH
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2004-06-25,CHOHO COLOMBIA S A S,NIT,830143066,Comercio de motocicletas y de sus partes piezas y accesorios,,,,MEDIANA,BOGOTA,BOGOTA D.C.,CRA 63 No 18 A 80,asist.gerencia@chohocolombia.com,CHUL SU NO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2013-05-29,E&C CONSTRUCCIONES S.A.S.,NIT,900621582,Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,Construcción de proyectos de servicio público,Alquiler y arrendamiento de otros tipos de maquinaria equipo y bienes tangibles n.c.p.,Comercio al por mayor de materiales de construcción artículos de ferretería pinturas productos de vidrio equipo y materiales de fontanería y calefacción,MEDIANA,SANTANDER,FLORIDABLANCA,CARRERA 21 A # 35 - ,viviana.quiroz@eycconstrucciones.com,MEDINA RUIZ EDUAR ANDRES
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2015-04-17,WHITE SERVICES SAS,NIT,900840044,Actividades combinadas de apoyo a instalaciones,,,,MEDIANA,BOGOTA,BOGOTA D.C.,CR 11 NO. 75 71 OF 4,institucional@whiteservices.co,JOSE MARIA RUIZ DIAZ GRANADOS
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2015-06-19,INVERSIONES SERTB S.A.S,NIT,900860366,Comercio al por menor de combustible para automotores,Comercio al por menor de lubricantes (aceites grasas) aditivos y productos de limpieza para vehículos automotores,Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos bebidas (alcohólicas y no alcohólicas) o tabaco,,MEDIANA,VALLE DEL CAUCA,YUMBO,KM 5 6 VIA YUMBO VIJ,inversionessertbsas@gmail.com,JORGE EDUARDO TRUJILLO GOMEZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,1975-01-15,COMPAÑIA DE TRANSPORTES AUTOMOTORES SANTA ROSA ROBLES S.A.  TRANSUR,NIT,890300503,Transporte de pasajeros,,,,MEDIANA,VALLE DEL CAUCA,CALI,TERMINAL DE TRANSPOR,secretariadegerencia@transur.com.co,MADELIN  ROJAS ALVAREZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,1997-12-31,QUIMICOS E IMPALPABLES DEL HUILA LTDA.,NIT,813002828,Extracción de minerales para la fabricación de abonos y productos químicos,Comercio al por mayor de materiales de construcción artículos de ferretería pinturas productos de vidrio equipo y materiales de fontanería y calefacción,Fabricación de otros productos minerales no metálicos n.c.p.,Fabricación de sustancias y productos químicos básicos,MEDIANA,HUILA,PALERMO,KILOMETRO 3 VIA PALE,contacto@quimpaltda.com,POVEDA PERDOMO LUIS ENRIQUE
