org_juridica,categoria,fecha_matricula,razon_social,tipo_identificacion,numero_identificacion,actividad_economica,actividad_economica2,actividad_economica3,actividad_economica4,desc_tamano_empresa,departamento,municipio,direccion_comercial,correo_comercial,rep_legal
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2009-10-07,GLUP MANAGEMENT GROUP S A S,NIT,900316423,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Actividades de administración empresarial,Otros tipos de comercio al por menor no realizado en establecimientos puestos de venta o mercados,PEQUEÑA,BOGOTA,BOGOTA D.C.,Calle 99 49 38 OFICI,info@glup.com.co,JAVIER ANDRES MEJIA GUTIERREZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2011-04-25,INGENIERIA DE SOLUCIONES TECNOLOGICAS SOLUTEC SAS,NIT,900430406,Otras actividades de telecomunicaciones,Comercio al por mayor de computadores equipo periférico y programas de informática,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,,PEQUEÑA,BOGOTA,BOGOTA D.C.,CR 16 A 78 65 OF 302,info@solutec.com.co,OSCAR OSCAR LACOUTURE PLATA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2008-10-10,IDLINK S.A.S,NIT,900246052,Otras actividades de tecnologías de información y actividades de servicios informáticos,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Otras actividades profesionales científicas y técnicas n.c.p.,PEQUEÑA,ANTIOQUIA,MEDELLIN,CALLE 36D SUR # 24-5,admon@celerik.com,DANIEL  GONZALEZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2015-12-03,XPERTGROUP S.A.S.,NIT,900915469,Otras actividades de tecnologías de información y actividades de servicios informáticos,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Actividades de consultoría informática y actividades de administración de instalaciones informáticas,,PEQUEÑA,ANTIOQUIA,MEDELLIN,CARRERA 43 A 17  106,edison.arango@xpertgroup.co johana.palacio@xpertgroup.co,LEIDY JOHANA PALACIO OSORIO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2014-12-31,AS SOLUCIONES TECNOLOGICAS S.A.S,NIT,900756183,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Arrendamiento de propiedad intelectual y productos similares excepto obras protegidas por derechos de autor,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,,PEQUEÑA,ANTIOQUIA,MEDELLIN,CARRERA 17  NO. 2 SU,andres.saldarriaga@astec.com.co,ANDRES FELIPE SALDARRIAGA CARTAGENA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2008-11-05,F2X S.A.S.,NIT,900219834,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Actividades de ingeniería y otras actividades conexas de consultoría técnica,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Otras actividades de tecnologías de información y actividades de servicios informáticos,MEDIANA,ANTIOQUIA,ITAGUI,DG 43 NRO. 28 41 BG ,info@f2x.com.co,VICENTE PEREZ JUAN MANUEL
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,1990-11-30,CONSULTORIAS EN TELECOMUNICACIONES POR ACCIONES SIMPLIFICADA S.A.S. - SOCIEDAD DE BENEFICIO E INTERÉS COLECTIVO - BIC.,NIT,800113636,Otras actividades de telecomunicaciones,Actividades de consultoría de gestión,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,,PEQUEÑA,BOGOTA,BOGOTA D.C.,CALLE  98 N° 15-17 O,consultel@consultel.com.co,SILVIA DEL SOCORRO SUAREZ DE GAMBOA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2008-10-06,IP TECHNOLOGIES SAS,NIT,900245045,Otras actividades de telecomunicaciones,Alquiler y arrendamiento de otros tipos de maquinaria equipo y bienes tangibles n.c.p.,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Actividades de ingeniería y otras actividades conexas de consultoría técnica,MEDIANA,BOGOTA,BOGOTA D.C.,Cr 7 No 156 10 OF 17,angela.luna@ip.net.co,VICTOR JAVIER PALACIOS REALPE
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2013-04-04,GRAN PANDA SAS,NIT,900605848,Portales web,Comercio al por menor realizado a través de internet,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,,MEDIANA,BOGOTA,BOGOTA D.C.,Cl 99 No. 13a 30 Ofi,jorgequiroga@granpanda.com,JORGE ANDRES QUIROGA OSPINA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2011-12-05,MOVILIDAD Y SERVICIOS GIRON S.A.S.,NIT,900481856,Otras actividades de servicios de información n.c.p.,Actividades de administración empresarial,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,,MEDIANA,SANTANDER,GIRON,CALLE 58 # 4 - 71 BA,movilidadyserviciosgiron@gmail.com,CACERES RINCON HECTOR GERARDO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2013-10-17,DIGITAL TRAINING COLOMBIA S A S,NIT,900665829,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Publicidad,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Estudios de mercado y realización de encuestas de opinión pública,GRANDE,BOYACA,TUNJA,CR 1 F 40 149 OF 213,gabriel.campos@grupodigital.co,SAIZ BRAVO LAURA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2011-08-08,AITE SOLUTIONS SAS,NIT,900458808,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Procesamiento de datos alojamiento (hosting) y actividades relacionadas,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Otras actividades de tecnologías de información y actividades de servicios informáticos,PEQUEÑA,SANTANDER,BUCARAMANGA,AVENIDA LOS BUCAROS ,info@aitesol.com,POYATOS FUENTE JUAN ALFONSO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2020-09-14,TRES T CAPITAL S.A.S,NIT,901410635,Edición de programas de informática (software),Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Actividades de consultoría informática y actividades de administración de instalaciones informáticas,,MEDIANA,BOGOTA,BOGOTA D.C.,CRR 14 # 79 - 78 OF ,legal@3tcapital.co,ANGEL ROBERTO PARRA LLINAS
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,1992-11-13,ENERGY COMPUTER SYSTEMS S.A.S,NIT,800180936,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Comercio al por menor de computadores equipos periféricos programas de informática y equipos de telecomunicaciones en establecimientos especializados,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,,PEQUEÑA,BOGOTA,BOGOTA D.C.,CL 84 A NO 12 - 18 O,pchiquito@energyco.com,THOMAS CHRISTOPH MACH
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2001-07-27,INGENIO COLOMBIANO INGCO S A S,NIT,830090006,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Edición de periódicos revistas y otras publicaciones periódicas,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Edición de programas de informática (software),PEQUEÑA,BOGOTA,BOGOTA D.C.,CALLE 138 No 11B  50,info@ingeniocolombiano.com,CARLOS ANDRES SANCHEZ CASTELLANOS
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2019-05-24,SISTEMAS Y TELECOMUNICACIONES DEL ORIENTE SAS EN PROCESO DE REORGANIZACION,NIT,804003326,Otras actividades de telecomunicaciones,Alquiler y arrendamiento de otros tipos de maquinaria equipo y bienes tangibles n.c.p.,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Comercio al por mayor de computadores equipo periférico y programas de informática,PEQUEÑA,ANTIOQUIA,MEDELLIN,CALLE 34 B 65 D 02 E,lmutis@sisteco.com.co,LUIS FELIPE MUTIS C.
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,1996-05-07,CROMASOFT S.A.S,NIT,830016840,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Edición de programas de informática (software),Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Comercio al por menor de productos farmacéuticos y medicinales cosméticos y artículos de tocador en establecimientos especializados,MEDIANA,BOGOTA,BOGOTA D.C.,CALLE 106 NO. 54-78 ,mvargas@cromasoft.com,MARITZA VARGAS MENDEZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2011-12-29,FOCUS ON SOLUTIONS COLOMBIA SAS,NIT,900488521,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Mantenimiento y reparación de computadores y de equipo periférico,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,,PEQUEÑA,BOGOTA,BOGOTA D.C.,Av. Cra. 15 No. 106 ,cortescarrillo.mario@gmail.com,MARIO CORTES CARRILLO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2014-12-29,CONSULTORIA GP S.A.S.,NIT,900805878,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Procesamiento de datos alojamiento (hosting) y actividades relacionadas,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Comercio al por menor de computadores equipos periféricos programas de informática y equipos de telecomunicaciones en establecimientos especializados,PEQUEÑA,ANTIOQUIA,MEDELLIN,CARRERA 48 CL 20  11,pablo@innovati.com.co cristina@innovati.com.co,PABLO EMILIO JARAMILLO HENAO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,1992-07-27,DIAGNOSTICO GERENCIAL INTEGRADO SOCIEDAD POR ACCIONES SIMPLIFICADA,NIT,804003384,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Actividades de consultoría de gestión,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,,PEQUEÑA,SANTANDER,BUCARAMANGA,CALLE 51 # 31 - 22,gerencia@dgiorbis.com,FLOREZ ANGEL JORGE HUMBERTO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2011-03-28,TN COLOMBIA S A S,NIT,900423948,Otras actividades de tecnologías de información y actividades de servicios informáticos,Otras actividades de telecomunicaciones,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Actividades de centros de llamadas (call center),MEDIANA,BOGOTA,BOGOTA D.C.,CALLE 94 A No 11 A 2,notificacionjudicial@tncolombia.com.co,ALEIDA  BAUTISTA YEPES
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2009-07-29,R&C BUSINESS CONSULTING S.A.S,NIT,900302739,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Comercio al por mayor de computadores equipo periférico y programas de informática,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,,PEQUEÑA,BOGOTA,BOGOTA D.C.,CR 11 NO. 95 75 OF 5,vdiaz@rycbc.com,CARLOS EFRAIN RONCANCIO CASTILLO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2010-07-16,TREDA SOLUTIONS S.A.S. QUE PODRÁ USAR EL NOMBRE ABREVIADO TREDA SOLUTIONS,NIT,900369836,Edición de programas de informática (software),Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Comercio al por menor de computadores equipos periféricos programas de informática y equipos de telecomunicaciones en establecimientos especializados,PEQUEÑA,ANTIOQUIA,MEDELLIN,CALLE 4 A 52  24,info@tredasolutions.com rchavarria@tredasolutions.com dguarin@tredasolutions.com,RAUL EDUARDO CHAVARRIA ZAPATA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2019-04-02,CLOUDLABS S.A.S.,NIT,901270434,Edición de programas de informática (software),Otras actividades de tecnologías de información y actividades de servicios informáticos,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Portales web,PEQUEÑA,RISARALDA,PEREIRA,CARRERA 23 NRO. 12 -,info@cloudlabs.co,LAVERDE BERMUDEZ NATHALY
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,1992-07-01,ADA S.A.S.,NIT,800167494,Otras actividades de tecnologías de información y actividades de servicios informáticos,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Actividades de centros de llamadas (call center),MEDIANA,ANTIOQUIA,MEDELLIN,CARRERA 35 A 15 B 35,direccion.administrativa@ada.co,CESAR AUGUSTO ECHEVERRI PEREZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2009-07-14,HELP TECNOLOGY AND SERVICE SAS,NIT,900253001,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Procesamiento de datos alojamiento (hosting) y actividades relacionadas,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Otras actividades de telecomunicaciones,MEDIANA,SANTANDER,FLORIDABLANCA,KILOMETRO 2 # 176 TO,sandra.salazar@solucioneshts.com,SALAZAR SANDRA ROCIO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2016-09-15,AXESOR CREDIT RISK INTELLIGENCE S A S,NIT,901016250,Otras actividades de tecnologías de información y actividades de servicios informáticos,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Actividades de consultoría informática y actividades de administración de instalaciones informáticas,,PEQUEÑA,BOGOTA,BOGOTA D.C.,CR 13 N° 85 57 P 4,vluna@atlax360.com.co,VANESSA  LUNA AFRICANO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2013-04-01,INTERGRAPH COLOMBIA SAS,NIT,900605482,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Otras actividades de tecnologías de información y actividades de servicios informáticos,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,,GRANDE,BOGOTA,BOGOTA D.C.,CR 9 NO. 113 52 OF 1,juridica@9alliance.co,ELIANA KATHERINA FORERO ALVAREZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2002-02-13,BITT S.A.S.,NIT,804012745,Otras actividades de telecomunicaciones,Alquiler y arrendamiento de otros tipos de maquinaria equipo y bienes tangibles n.c.p.,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Comercio al por mayor de computadores equipo periférico y programas de informática,PEQUEÑA,SANTANDER,BUCARAMANGA,CALLE 35 - 17 - 77 -,cmutis@bitt.com.co,MUTIS CAMARGO CLAUDIA LUCIA 
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,1989-10-24,PARADIGMA S A S,NIT,800101428,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Procesamiento de datos alojamiento (hosting) y actividades relacionadas,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Actividades inmobiliarias realizadas con bienes propios o arrendados,MEDIANA,BOGOTA,BOGOTA D.C.,CALLE 96 N0. 13 - 31,angelasanchez@paradigma.com.co,JORGE HUMBERTO ECHEVERRI ALVAREZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2015-03-20,NEURONA TECNOLOGIA FINANCIERA S.A.S,NIT,900832433,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Otras actividades de tecnologías de información y actividades de servicios informáticos,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,,PEQUEÑA,BOGOTA,BOGOTA D.C.,Calle 100 17 A 12,neurona@neurona.com.co,MANUEL ARMANDO SICARD BAYONA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2000-06-28,IGERENCIA S.A.S.,NIT,811023800,Otras actividades de tecnologías de información y actividades de servicios informáticos,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Actividades de consultoría informática y actividades de administración de instalaciones informáticas,,MEDIANA,ANTIOQUIA,MEDELLIN,CALLE 3 SUR 41  65 O,contabilidad@igerencia.com ecanney@igerencia.com,EDWARD  CANNEY RESTREPO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2011-10-11,RMP COMUNICACIONES S A S,NIT,900469916,Otras actividades de telecomunicaciones,Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Construcción de otras obras de ingeniería civil,MEDIANA,BOGOTA,BOGOTA D.C.,CR 26 N. 5A 07,angelica.reyes@rmpcomunicaciones.com,ISDALIA YANNETH PITA PELAEZ
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2008-10-08,SOLUCIONES DE TECNOLOGIA E INGENIERIA S.A.S,NIT,900245364,Otras actividades de tecnologías de información y actividades de servicios informáticos,Otras actividades de telecomunicaciones,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Comercio al por mayor de computadores equipo periférico y programas de informática,GRANDE,BOGOTA,BOGOTA D.C.,CARRERA 19 A NO 63 A,sdt@sdtingenieria.com,DIEGO FELIPE HERNANDEZ SANABRIA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2014-12-01,SIESA DIGITAL S.A.S.,NIT,900795885,Edición de programas de informática (software),Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Actividades de consultoría informática y actividades de administración de instalaciones informáticas,,PEQUEÑA,VALLE DEL CAUCA,CALI,AV 3A N No. 26N 83,siesadigital@siesa.com,GABRIEL  MONTIEL ROSAS
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2014-02-04,DIGITAL 57 S A S,NIT,900698380,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Publicidad,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Portales web,PEQUEÑA,BOGOTA,BOGOTA D.C.,Carrera 4 79 B 60,juan.hoyos@digital57.co,JUAN MANUEL HOYOS VEGA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,1998-11-06,C O D E S A,NIT,805012299,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Procesamiento de datos alojamiento (hosting) y actividades relacionadas,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Otras actividades de telecomunicaciones,GRANDE,VALLE DEL CAUCA,CALI,CL 22 NORTE 6 AN 52 ,notificaciones@codesa.com.co,ALVARO  GOMEZ SANCLEMENTE
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2015-04-29,ENKUBE SAS,NIT,900843846,Edición de programas de informática (software),Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Actividades de consultoría informática y actividades de administración de instalaciones informáticas,,PEQUEÑA,BOGOTA,BOGOTA D.C.,CR 10 NO. 97 A 13 OF,mlbaquero@enkube.com,MARIA LILIANA BAQUERO VERGEL
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2002-10-07,GREEN HORIZON S.A.S,NIT,805024785,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Otras actividades de tecnologías de información y actividades de servicios informáticos,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,,PEQUEÑA,VALLE DEL CAUCA,CALI,CL 25 # 127 - 220 KM,greenhorizonimp@gmail.com,GLORIA STELLA RAMIREZ PALMA
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2011-10-13,EPAYCO.COM S.A.S,NIT,900471052,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Procesamiento de datos alojamiento (hosting) y actividades relacionadas,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,Transporte de carga por carretera,MEDIANA,ANTIOQUIA,MEDELLIN,CARRERA 48  20  114 ,admin@payco.co,JUAN DAVID RUA YARCE
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2007-09-24,INTELIBPO SAS,NIT,900174547,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Otras actividades de tecnologías de información y actividades de servicios informáticos,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,,PEQUEÑA,BOGOTA,BOGOTA D.C.,CL 93 No. 45A 13 PIS,info@intelibpo.com,SERGIO ANDRES CONTRERAS NIGRINIS
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2014-12-02,SMART QUICK S A S,NIT,900795825,Otras actividades de tecnologías de información y actividades de servicios informáticos,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Actividades de consultoría informática y actividades de administración de instalaciones informáticas,,PEQUEÑA,BOGOTA,BOGOTA D.C.,Transversal 93 No 51,juridico@quick.com.co,JOSE JULIAN CAVIEDES CARDOZO
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2019-05-02,SC COMPUTING S.A.S.,NIT,901279916,Edición de programas de informática (software),Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Actividades de consultoría informática y actividades de administración de instalaciones informáticas,,PEQUEÑA,ANTIOQUIA,ENVIGADO,CL 26 SUR 48 91 ED A,impuestos@sistecredito.com,VILLEGAS LONDOÑO ALVARO DE JESUS
Persona Jurídica,SOCIEDAD ó PERSONA JURIDICA PRINCIPAL ó ESAL,2012-05-23,QUALITY RESULTS S.A.S.,NIT,900523966,Actividades de desarrollo de sistemas informáticos (planificación análisis diseño programación pruebas),Otras actividades de tecnologías de información y actividades de servicios informáticos,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,,PEQUEÑA,ANTIOQUIA,MEDELLIN,CARRERA 48 A 16 SUR ,info@q-results.com.co,ZAPATA VELASQUEZ LINA MARIA
